t,x,y,yaw,v,w,v_cmd,w_cmd
17.8,7.65954564,-0.66199042,-1.82507833,0.2568495,-0.12013083,0.25,-0.24595309
17.9,7.65372977,-0.68659443,-1.83725099,0.24405267,-0.1211308,0.25,-0.23992896
18.0,7.64718461,-0.711272,-1.84868284,0.25677823,-0.09185977,0.25,-0.23662675
18.1,7.63999334,-0.73651226,-1.85717282,0.26204646,-0.099344,0.25,-0.23662675
18.2,7.63258147,-0.76155197,-1.86749788,0.25652492,-0.10980607,0.25,-0.24993837
18.3,7.62478532,-0.78682324,-1.87588153,0.24957794,-0.08685494,0.25,-0.23605744
18.4,7.61695497,-0.81134762,-1.88551401,0.23938051,-0.08779508,0.25,-0.23605744
18.5,7.60909587,-0.83542864,-1.89439123,0.2597375,-0.09581693,0.25,-0.23652349
18.6,7.60107394,-0.85909988,-1.90609718,0.25647381,-0.10857074,0.25,-0.23709536
18.7,7.59280851,-0.8826124,-1.91646306,0.23836709,-0.12044338,0.25,-0.23709536
18.8,7.58425882,-0.90610796,-1.92833,0.23823958,-0.12163191,0.25,-0.22521683
18.9,7.57850814,-0.92172861,-1.93741761,0.24914467,-0.13605102,0.25,-0.22521683
19.0,7.56928105,-0.94536857,-1.94934122,0.24451935,-0.1049046,0.25,-0.22620459
19.1,7.5599168,-0.96924413,-1.96055475,0.25212809,-0.10692549,0.25,-0.22620459
19.2,7.55011689,-0.9932797,-1.97074485,0.26621877,-0.07046484,0.25,-0.23304012
19.3,7.54001051,-1.01738596,-1.97959666,0.26349004,-0.0956971,0.25,-0.21659462
19.4,7.52959456,-1.04125491,-1.98925219,0.25896279,-0.11456634,0.25,-0.21659462
19.5,7.51894635,-1.06496651,-2.00000099,0.25396489,-0.10161451,0.25,-0.21522406
19.6,7.5084012,-1.08807181,-2.01108763,0.24909845,-0.11529172,0.25,-0.21522406
19.7,7.49757981,-1.11073137,-2.02157635,0.24238546,-0.09631196,0.25,-0.20961057
19.8,7.48686567,-1.13327575,-2.03115882,0.24362705,-0.08654867,0.25,-0.20067487
19.9,7.47564177,-1.15572865,-2.03971526,0.24822348,-0.06828635,0.25,-0.20067487
20.0,7.46427603,-1.17793105,-2.04750795,0.25273671,-0.09242838,0.25,-0.19696474
20.1,7.45272822,-1.20019859,-2.055597,0.24098017,-0.08052263,0.25,-0.20514256
20.2,7.44073785,-1.22306565,-2.06354689,0.25461926,-0.08620075,0.25,-0.20514256
20.3,7.42846484,-1.2459201,-2.07249954,0.25236373,-0.09304809,0.25,-0.20341756
20.4,7.41603724,-1.26861812,-2.0819269,0.25169179,-0.08013258,0.25,-0.20341756
20.5,7.40329995,-1.29124255,-2.09096226,0.25243972,-0.08121045,0.25,-0.20818197
20.6,7.3947146,-1.30623357,-2.09696806,0.2544744,-0.10060477,0.25,-0.20818197
20.7,7.38184106,-1.32830948,-2.10679869,0.24770527,-0.0821834,0.25,-0.20608664
20.8,7.36878074,-1.35028281,-2.11445966,0.25334836,-0.07315914,0.25,-0.21329153
20.9,7.35576104,-1.37180151,-2.12357316,0.23950912,-0.10174077,0.25,-0.21329153
21.0,7.34293297,-1.39314577,-2.13351457,0.23948632,-0.09040137,0.25,-0.20793837
21.1,7.32971458,-1.41440019,-2.14303142,0.25783903,-0.08760657,0.25,-0.20793837
21.2,7.31592967,-1.43552335,-2.15288986,0.26404064,-0.08374077,0.25,-0.21208614
21.3,7.30197512,-1.45679113,-2.15919035,0.24788471,-0.08493444,0.25,-0.20420453
21.4,7.28757608,-1.47816376,-2.16890601,0.26337773,-0.07673053,0.25,-0.20420453
21.5,7.27281591,-1.49958377,-2.17773902,0.24483731,-0.09376706,0.25,-0.20256451
21.6,7.25793892,-1.5208338,-2.18685232,0.26042906,-0.0915745,0.25,-0.20641623
21.7,7.24306923,-1.54174492,-2.19536991,0.24955403,-0.0786278,0.25,-0.20641623
21.8,7.22813571,-1.56253161,-2.20326935,0.25196636,-0.07682082,0.25,-0.21665285
21.9,7.21298051,-1.58309268,-2.21145043,0.25462573,-0.08020279,0.25,-0.20614281
22.0,7.19768109,-1.60345916,-2.21965778,0.24038446,-0.08183584,0.25,-0.20614281
22.1,7.18261753,-1.62348027,-2.22896202,0.23959856,-0.09073387,0.25,-0.20535768
22.2,7.17260632,-1.63673128,-2.23532324,0.24340573,-0.09149576,0.25,-0.20535768
22.3,7.15701617,-1.65673944,-2.24465188,0.26011103,-0.0872455,0.25,-0.20215061
22.4,7.14105167,-1.67663751,-2.25366551,0.25811677,-0.07793717,0.25,-0.20215061
22.5,7.12489326,-1.6963472,-2.26189192,0.24338128,-0.09702336,0.25,-0.19667223
22.6,7.10843738,-1.71616144,-2.2706086,0.25333872,-0.07857946,0.25,-0.19976693
22.7,7.09153772,-1.73588409,-2.27944252,0.26087257,-0.08884129,0.25,-0.19976693
22.8,7.07484424,-1.75529004,-2.2883273,0.25827921,-0.08150089,0.25,-0.19857263
22.9,7.05806502,-1.77447054,-2.29665569,0.25287137,-0.07942683,0.25,-0.19857263
23.0,7.04107579,-1.79355079,-2.30489491,0.25046985,-0.08284519,0.25,-0.2045711
23.1,7.02392249,-1.81244777,-2.31324132,0.25144486,-0.08144519,0.25,-0.20338823
23.2,7.00668002,-1.83117143,-2.32195302,0.25608781,-0.10067623,0.25,-0.20712856
23.3,6.98931284,-1.84960948,-2.33138932,0.24936373,-0.10051803,0.25,-0.20712856
23.4,6.97197762,-1.86802493,-2.34162253,0.2528726,-0.10341189,0.25,-0.21762507
23.5,6.95428701,-1.88623489,-2.3523117,0.24889305,-0.10868403,0.25,-0.21762507
23.6,6.93624826,-1.90428538,-2.36251783,0.24230616,-0.08465633,0.25,-0.20784108
23.7,6.91812392,-1.92215824,-2.37201279,0.25015602,-0.09963117,0.25,-0.20784108
23.8,6.8998199,-1.93974595,-2.38263688,0.25616575,-0.09650612,0.25,-0.20949086
23.9,6.88764593,-1.95137105,-2.38908704,0.24767703,-0.08842901,0.25,-0.20949086
24.0,6.86910977,-1.96873237,-2.39800985,0.2465176,-0.08479746,0.25,-0.2127182
24.1,6.85040498,-1.98596654,-2.40690146,0.24526561,-0.08684209,0.25,-0.21394846
24.2,6.83151801,-2.00303333,-2.41584281,0.24624139,-0.09195187,0.25,-0.21394846
24.3,6.81234506,-2.01998012,-2.42489839,0.25404098,-0.09111934,0.25,-0.21347937
24.4,6.79274584,-2.03727959,-2.43436588,0.26142328,-0.10054693,0.25,-0.21347937
24.5,6.77301946,-2.05398075,-2.44393381,0.24611577,-0.10784693,0.25,-0.2135641
24.6,6.75368309,-2.07030203,-2.45388328,0.25132942,-0.09563072,0.25,-0.2135641
24.7,6.73406333,-2.0864265,-2.46345655,0.25815773,-0.09490921,0.25,-0.21426056
24.8,6.71419425,-2.10233564,-2.47307416,0.25655554,-0.10375676,0.25,-0.21117978
24.9,6.69449136,-2.11782615,-2.48287904,0.23892283,-0.09924417,0.25,-0.20865004
25.0,6.67465436,-2.13304256,-2.49330529,0.25276279,-0.10531047,0.25,-0.20865004
25.1,6.65441504,-2.14829791,-2.50254997,0.25465947,-0.07779532,0.25,-0.20761167
25.2,6.63385959,-2.16346647,-2.51059535,0.25065289,-0.07298875,0.25,-0.20761167
25.3,6.61328115,-2.17847727,-2.51876652,0.25528488,-0.07889397,0.25,-0.20334728
25.4,6.59236143,-2.19349985,-2.52690868,0.25394848,-0.08673412,0.25,-0.29841987
25.5,6.57811617,-2.20349346,-2.53356937,0.24103104,-0.11715166,0.25,-0.29841987
25.6,6.5564986,-2.21841236,-2.54734933,0.24302267,-0.13898443,0.25,-0.29841987
25.7,6.53491209,-2.23303515,-2.56047832,0.25806235,-0.12323164,0.25,-0.30471219
25.8,6.51343733,-2.24697962,-2.57464955,0.26641507,-0.13140368,0.25,-0.21603521
25.9,6.49204963,-2.26054232,-2.584366,0.24673507,-0.08204303,0.25,-0.21603521
26.0,6.47076416,-2.27378041,-2.59340615,0.24256114,-0.09360831,0.25,-0.20646583
26.1,6.4493018,-2.2867923,-2.60262924,0.24859474,-0.08637084,0.25,-0.20646583
26.2,6.42779815,-2.29951751,-2.61144359,0.24116917,-0.09134398,0.25,-0.18995866
26.3,6.40586971,-2.3122513,-2.62073032,0.25527034,-0.07399878,0.25,-0.18492702
26.4,6.38375781,-2.32488879,-2.62749188,0.24799103,-0.06669835,0.25,-0.18492702
26.5,6.36120977,-2.33749445,-2.63379096,0.25222227,-0.05124846,0.25,-0.15816292
26.6,6.3384916,-2.35006186,-2.63970561,0.25174604,-0.06396772,0.25,-0.17286778
26.7,6.3157775,-2.36258475,-2.64686115,0.25981034,-0.0772551,0.25,-0.17286778
26.8,6.2929487,-2.37491375,-2.65441818,0.25767421,-0.06689323,0.25,-0.168332
26.9,6.27019903,-2.3869137,-2.66152448,0.25127414,-0.06170605,0.25,-0.18483836
27.0,6.24808194,-2.39858742,-2.6678742,0.2407348,-0.0613655,0.25,-0.18483836
27.1,6.22609533,-2.41004309,-2.67418573,0.24121783,-0.06103212,0.25,-0.19079471
27.2,6.21131536,-2.41759909,-2.67852692,0.25037114,-0.07057416,0.25,-0.19079471
27.3,6.18900206,-2.42873772,-2.6856979,0.24630136,-0.08182237,0.25,-0.17971948
27.4,6.16641131,-2.43971569,-2.69425386,0.25566219,-0.0912063,0.25,-0.17971948
27.5,6.14361065,-2.45069029,-2.70213008,0.25555223,-0.07968285,0.25,-0.17566228
27.6,6.12006548,-2.46162405,-2.70859077,0.2525531,-0.05078809,0.25,-0.18391208
27.7,6.09613753,-2.47236667,-2.71438744,0.25700636,-0.05908657,0.25,-0.18391208
27.8,6.07212743,-2.48302028,-2.72040336,0.26095346,-0.05794154,0.25,-0.19131156
27.9,6.04819797,-2.49356102,-2.72733427,0.25716786,-0.07807824,0.25,-0.19131156
28.0,6.0244819,-2.50399258,-2.73560016,0.24856291,-0.08713943,0.25,-0.19368
28.1,6.00096203,-2.51414458,-2.74422957,0.249052,-0.08838057,0.25,-0.1978589
28.2,5.97782956,-2.52389976,-2.75167464,0.24370436,-0.06255201,0.25,-0.19301896
28.3,5.95485953,-2.53347599,-2.75784549,0.24251207,-0.06014697,0.25,-0.19301896
28.4,5.93210513,-2.54292176,-2.76363024,0.24057495,-0.0552524,0.25,-0.1970571
28.5,5.90916031,-2.5521868,-2.76968973,0.24231953,-0.06966953,0.25,-0.1970571
28.6,5.88539558,-2.56131844,-2.77741938,0.24672636,-0.08954832,0.25,-0.2103086
28.7,5.86129368,-2.57044332,-2.78567199,0.26239586,-0.07126786,0.25,-0.22320318
28.8,5.84475895,-2.57641479,-2.7900418,0.2619791,-0.06063282,0.25,-0.22320318
28.9,5.81968765,-2.58523059,-2.79634719,0.26154333,-0.06213892,0.25,-0.22763777
29.0,5.79460628,-2.59392202,-2.8026015,0.25894258,-0.06267027,0.25,-0.22763777
29.1,5.77014336,-2.60244559,-2.8103525,0.25387952,-0.10555972,0.25,-0.23481301
29.2,5.74591499,-2.61063091,-2.82223127,0.24674645,-0.11191234,0.25,-0.23481301
