x,y,yaw,v,w,v_cmd,w_cmd
0.8674266,0.92719287,0.4159808,0.85130167,0.4733351,0.0,0.27435017
0.86952585,0.92488503,0.41456264,0.8272891,0.45929223,0.0,0.22719061
0.87160695,0.9225203,0.41334802,0.061966896,0.52373815,0.0,0.22719061
0.87363833,0.92020124,0.41152203,0.47075891,0.17222583,0.0,0.2785809
0.8756591,0.9178326,0.4097743,0.35106754,0.43655682,0.0,0.26780635
0.8769862,0.91621745,0.40880555,0.4192257,0.33890277,0.0,0.26780635
0.87898564,0.9137747,0.40725586,0.46909904,0.41583478,0.0,0.29405218
0.88101715,0.9112914,0.40571594,0.42310333,0.36686993,0.0,0.29405218
0.88304436,0.90872353,0.4040905,0.6169982,0.37605828,0.0,0.30015105
0.8850849,0.9060743,0.4026237,0.7641258,0.44973415,0.0,0.30015105
0.8871224,0.9033853,0.40121782,0.31733227,0.42710167,0.0,0.29144913
0.88917243,0.9006666,0.3997789,0.70412827,0.44514346,0.0,0.29667687
0.89121085,0.8979243,0.39842325,0.35190105,0.46671614,0.0,0.29667687
0.89315736,0.8952458,0.396832,0.32253933,0.37095553,0.0,0.29390115
0.8950667,0.89255357,0.3953038,0.30202818,0.39632136,0.0,0.24979532
0.8969514,0.88982964,0.39380383,0.40613317,0.34661436,0.0,0.24979532
0.898817,0.8870315,0.3922,0.18787146,0.35729963,0.0,0.28750914
0.9006716,0.884207,0.39097422,0.5496354,0.5134399,0.0,0.26568168
0.90252393,0.8813358,0.3894047,0.6121855,0.3509385,0.0,0.26568168
0.90441906,0.8783297,0.38780665,0.6653161,0.3876664,0.0,0.2838806
0.90629303,0.87525654,0.38621372,0.8161888,0.37059784,0.0,0.29109275
0.9075326,0.87318003,0.3851723,0.7197299,0.3782611,0.0,0.29109275
0.90938526,0.8700875,0.3836251,0.38140345,0.37586296,0.0,0.29109275
0.9112312,0.8669554,0.38215736,0.5306549,0.42501968,0.0,0.30568677
0.91303205,0.86385846,0.3806978,0.47664833,0.42299575,0.0,0.30344975
0.91480255,0.86073244,0.37922746,0.3812518,0.42394823,0.0,0.30344975
0.9165466,0.8577016,0.37777784,0.4303608,0.41923624,0.0,0.29536325
0.91827613,0.8546784,0.37629053,0.29595804,0.40671867,0.0,0.29536325
0.9199776,0.85155284,0.37477976,0.36970425,0.37836772,0.0,0.25998133
0.9216736,0.84833425,0.3732038,0.5738487,0.2796439,0.0,0.31303298
0.92337126,0.8450441,0.37156668,0.6603408,0.30487132,0.0,0.31303298
0.9250784,0.8416589,0.3698135,0.6675072,0.37949693,0.0,0.31457806
0.92675596,0.83821774,0.3683971,0.68960476,0.45266235,0.0,0.33678764
0.9284176,0.83471686,0.36705607,0.68129253,0.4796466,0.0,0.33678764
0.9300601,0.831272,0.36567032,0.45328712,0.4220335,0.0,0.32306868
0.9316876,0.82784,0.3641814,0.625906,0.39531535,0.0,0.3306654
0.93329555,0.8243784,0.36269593,0.39277506,0.41874433,0.0,0.3306654
0.9348635,0.82092035,0.36124808,0.4029498,0.46627676,0.0,0.33523732
0.93590057,0.8186979,0.36038476,0.32619143,0.4856552,0.0,0.33523732
0.9374372,0.8152977,0.3590858,0.26244688,0.49011204,0.0,0.31800485
0.9389635,0.81179595,0.35793132,0.5530429,0.39927447,0.0,0.31800485
0.9404847,0.80820936,0.35666537,0.4272294,0.42565972,0.0,0.3158933
0.94200015,0.80462605,0.35519606,0.6686044,0.4025396,0.0,0.3159412
0.9435103,0.8009312,0.35363987,0.7056732,0.45014238,0.0,0.3159412
0.94499683,0.7971488,0.352342,0.5214367,0.4594069,0.0,0.28360063
0.9464611,0.7934265,0.35094845,0.60748625,0.4189251,0.0,0.28360063
0.9478959,0.7897301,0.34938025,0.30909872,0.4126565,0.0,0.30437964
0.94931465,0.78601015,0.3477772,0.5070462,0.38597202,0.0,0.30437964
0.95072365,0.78225946,0.34622052,0.38647604,0.38875896,0.0,0.30477732
0.95209396,0.7785095,0.34467402,0.2819481,0.4416628,0.0,0.33099025
0.9534466,0.77478874,0.34347802,0.6147375,0.5252038,0.0,0.32115394
0.9547891,0.7709549,0.34216458,0.78524685,0.4705576,0.0,0.32115394
0.95611495,0.7671125,0.34077698,0.8837209,0.48300108,0.0,0.26713145
0.95742697,0.76325274,0.33926085,0.51289463,0.32399595,0.0,0.26713145
0.9582816,0.76067686,0.33832252,0.3794961,0.56409085,0.0,0.27059996
0.9595704,0.7567549,0.3370211,0.4867425,0.29684263,0.0,0.27059996
0.9608342,0.7528559,0.33535874,0.51091576,0.5241096,0.0,0.3179388
0.9620777,0.7489341,0.33417928,0.4587202,0.49613962,0.0,0.32003486
0.9633022,0.74497557,0.3329391,0.45285225,0.52814186,0.0,0.32003486
0.96451175,0.7409917,0.3316387,0.6773281,0.46378,0.0,0.32558906
0.9657016,0.7369846,0.3300989,0.64563656,0.36627346,0.0,0.32558906
0.9669179,0.73289573,0.32848144,0.6610441,0.34297633,0.0,0.30881768
0.96807426,0.72882974,0.32693726,0.21254349,0.47087654,0.0,0.3130495
0.9692019,0.7247874,0.32573956,0.4457264,0.5227883,0.0,0.3130495
0.9703128,0.7207271,0.3245754,0.4598856,0.5363302,0.0,0.30973834
0.9714072,0.7166587,0.3233303,0.2819233,0.41873455,0.0,0.29186577
0.9724646,0.712634,0.3217872,0.38110304,0.3744567,0.0,0.29186577
0.9735033,0.70856595,0.32013166,0.6318326,0.3931477,0.0,0.25187534
0.9745345,0.7044431,0.3188294,0.46761942,0.5319593,0.0,0.25187534
0.97555,0.7002907,0.31765723,0.6235285,0.5419484,0.0,0.2562859
0.9765548,0.6961154,0.3164664,0.56483126,0.51663864,0.0,0.27006215
0.9772186,0.6933184,0.3156589,0.57448006,0.41746932,0.0,0.27006215
0.97823656,0.6890305,0.31405133,0.6839423,0.35166866,0.0,0.27006215
0.9792322,0.6847154,0.3123389,0.6666174,0.35178465,0.0,0.2527119
0.9801743,0.6804305,0.31054604,0.53549767,0.12153697,0.0,0.2520483
0.98106855,0.6761457,0.30889252,0.8949661,0.42972755,0.0,0.2520483
0.9819385,0.67191905,0.30729574,0.35962057,0.14356887,0.0,0.2536183
0.9827754,0.6677033,0.305587,0.3151331,0.3793431,0.0,0.2536183
0.9835851,0.66350126,0.3040229,0.39599037,0.39391696,0.0,0.23481232
0.9843675,0.65928185,0.30232507,0.6090584,0.30706203,0.0,0.23481232
0.98514414,0.6549695,0.30089167,0.53402376,0.57873833,0.0,0.28520125
0.98590493,0.65061194,0.29982448,0.5543814,0.57222986,0.0,0.25025594
0.9866594,0.6461083,0.29875308,0.82404757,0.5072011,0.0,0.25025594
0.9874101,0.6416304,0.29715532,0.75614977,0.17132711,0.0,0.3006881
0.9881174,0.6371531,0.2952206,0.59072256,0.36458987,0.0,0.2995367
0.98881143,0.63266593,0.2937058,0.50278616,0.44042343,0.0,0.2995367
0.98947626,0.628219,0.2921121,0.47311306,0.4528721,0.0,0.28852963
0.9898976,0.62535787,0.2914607,0.18869114,0.6603595,0.0,0.28852963
0.9905127,0.62107015,0.29054397,0.11963415,0.6495732,0.0,0.29566324
0.99111646,0.6168356,0.2897545,0.268476,0.62905455,0.0,0.29566324
0.99170923,0.6125048,0.28849477,0.39622545,0.35098487,0.0,0.29036677
0.9922735,0.6081455,0.28692,0.19345236,0.32349956,0.0,0.29036677
0.9928134,0.6036916,0.28521696,0.37206173,0.33420265,0.0,0.25485748
0.9933532,0.5991267,0.28377414,0.69582653,0.5531471,0.0,0.25371975
0.9938706,0.5944444,0.28294176,0.908236,0.6635562,0.0,0.25371975
0.99437606,0.58971375,0.2822168,0.8970146,0.67138666,0.0,0.24176002
0.99487966,0.58506,0.28109968,0.53854465,0.41022432,0.0,0.24176002
0.99535006,0.5804797,0.2796382,0.67196846,0.3280297,0.0,0.2170552
0.99579746,0.5760051,0.2778238,0.5705776,0.25053024,0.0,0.16026717
0.9962035,0.57156664,0.2761318,0.8571882,0.39548367,0.0,0.16026717
0.9965912,0.5671581,0.2746222,0.078736305,0.48144555,0.0,0.17825276
0.9969585,0.5627635,0.27328676,0.11820221,0.5180448,0.0,0.17091972
0.9973025,0.55843174,0.27237886,0.2694888,0.5693776,0.0,0.17091972
0.9976414,0.5539153,0.27123564,0.8903804,0.4870572,0.0,0.15520382
0.9978591,0.5508614,0.2702112,0.69706345,0.26901186,0.0,0.15520382
0.9981647,0.5461896,0.26885372,0.95820665,0.6100269,0.0,0.16024762
0.9984557,0.5414378,0.26798123,0.6569915,0.6089421,0.0,0.16024762
0.99872977,0.5366888,0.2671128,0.7418752,0.65426266,0.0,0.16247696
0.99899846,0.53207856,0.26578444,0.35280132,0.29692447,0.0,0.13793099
0.99923867,0.5275147,0.26370862,0.40254307,0.17625487,0.0,0.13793099
0.9994501,0.522953,0.26152313,0.73984194,0.13515991,0.0,0.14170808
0.99962157,0.518448,0.2593838,0.5154228,0.18681318,0.0,0.14170808
0.999748,0.51396495,0.25769192,0.689363,0.39553636,0.0,0.16153502
0.99986464,0.5094663,0.25634146,0.4557228,0.5455973,0.0,0.17288262
0.9999565,0.50489074,0.25471348,0.8379445,0.3498631,0.0,0.17288262
1.0000317,0.5002982,0.25323516,0.88183355,0.3645233,0.0,0.14963692
1.0000751,0.49569884,0.25160456,0.79179573,0.31057936,0.0,0.14386094
1.0000876,0.4909825,0.24977693,0.4912324,0.42091763,0.0,0.14386094
1.0000907,0.48633793,0.2482194,0.50863266,0.2265023,0.0,0.16145754
1.0000633,0.48174277,0.24635842,0.73807144,0.25492144,0.0,0.13453639
1.0000557,0.47869825,0.24504027,0.6285343,0.22011483,0.0,0.13453639
0.9999785,0.47411853,0.24295446,0.49432278,0.11711854,0.0,0.13453639
0.9998644,0.46953654,0.24065617,0.457191,0.13854676,0.0,0.12708592
0.9997161,0.46501222,0.23856643,0.24011278,0.227081,0.0,0.1884414
0.999537,0.46042722,0.23701894,0.1405797,0.47605595,0.0,0.1884414
0.99933666,0.45586348,0.23565131,0.58288336,0.49106714,0.0,0.19628334
0.99910635,0.45126584,0.23422697,0.9360862,0.3917278,0.0,0.19424838
0.99885875,0.446701,0.23302045,0.4336481,0.6676626,0.0,0.19424838
0.99859744,0.44216165,0.2315351,0.4797697,0.28217763,0.0,0.18036777
0.99831337,0.4376946,0.22963938,0.45554113,0.18228841,0.0,0.18036777
0.9979992,0.4331656,0.22776106,0.5575533,0.23675972,0.0,0.16770154
0.9976952,0.42863628,0.22572264,0.47243452,0.17659456,0.0,0.19997448
0.99736035,0.42411792,0.22371328,0.29970837,0.24475014,0.0,0.24592006
0.99699533,0.41960058,0.22188988,0.47931957,0.35837573,0.0,0.24592006
0.99655795,0.41490042,0.22084212,0.9961858,0.6972012,0.0,0.2594186
0.9961046,0.41016585,0.22007054,0.8966408,0.68723506,0.0,0.2594186
0.99564254,0.40559152,0.21891975,0.24043417,0.46988222,0.0,0.2643311
0.9953258,0.40261626,0.21804139,0.9303808,0.53803706,0.0,0.2643311
0.9948324,0.39811167,0.21680832,0.940362,0.52788246,0.0,0.23159897
0.99434024,0.39373422,0.2154634,0.42064285,0.1973356,0.0,0.22235948
0.99382657,0.38936222,0.21323839,0.12733078,0.29680938,0.0,0.22235948
0.99326575,0.38499087,0.21138197,0.52837086,0.23029476,0.0,0.217291
0.99269557,0.3805653,0.20942253,0.6942692,0.23971689,0.0,0.217291
0.9921405,0.37614655,0.20748487,0.34213972,0.233724,0.0,0.23563868
0.99151576,0.37171462,0.20566514,0.6923084,0.40914786,0.0,0.24569625
0.9908294,0.36718163,0.20431367,0.8372736,0.36429423,0.0,0.24569625
0.990122,0.36268464,0.20267013,0.685338,0.30159414,0.0,0.20515299
0.9893779,0.35814607,0.20133558,0.4941783,0.4391423,0.0,0.2474302
0.9886306,0.35374165,0.19980228,0.21357632,0.43350798,0.0,0.2474302
0.9878805,0.34941685,0.1983892,0.7737379,0.38543224,0.0,0.24601072
0.98711485,0.34516564,0.19652581,0.68393135,0.30899757,0.0,0.24426901
0.986326,0.34094292,0.19487575,0.1856904,0.23784375,0.0,0.24426901
0.98551,0.33672327,0.19298676,0.18218184,0.23072076,0.0,0.28044748
0.9849611,0.33391792,0.19154018,0.4822564,0.14430583,0.0,0.28044748
0.98408043,0.3296723,0.18964216,0.35498142,0.33096904,0.0,0.27743906
0.98318666,0.32538438,0.18785715,0.5643506,0.31885773,0.0,0.27743906
0.98225135,0.32106775,0.18623507,0.9520831,0.5373696,0.0,0.25662005
0.98128676,0.31673843,0.18482605,0.876997,0.38615042,0.0,0.30670816
0.9802926,0.31245172,0.18328905,0.7524204,0.2730654,0.0,0.30670816
0.9792763,0.30819324,0.18157804,0.6148939,0.35068685,0.0,0.3108825
0.9782699,0.30404365,0.17981324,0.4809842,0.26871812,0.0,0.3108825
0.977237,0.29997414,0.17814362,0.29626322,0.38246554,0.0,0.32797956
0.9762144,0.29592532,0.17661825,0.33042812,0.4409778,0.0,0.355195
0.9751432,0.2918929,0.17525622,0.45690775,0.5504255,0.0,0.355195
0.9740584,0.2879055,0.17401579,0.5810981,0.4057402,0.0,0.36649495
0.97295624,0.2839064,0.17272815,0.2575941,0.47709242,0.0,0.34158778
0.97181183,0.2797996,0.17146268,0.63290024,0.4430629,0.0,0.34158778
0.9706405,0.2756951,0.1700376,0.5708351,0.40202618,0.0,0.34684163
0.96945435,0.27161866,0.16853693,0.5523448,0.47943,0.0,0.34684163
0.96823865,0.26755542,0.16709867,0.57292557,0.47297022,0.0,0.33233058
0.96741927,0.26486316,0.16614261,0.6289139,0.35673833,0.0,0.33233058
0.9661906,0.26089844,0.16457778,0.44264793,0.46713927,0.0,0.3387124
0.964944,0.25695217,0.16335827,0.5979285,0.5212225,0.0,0.3167684
0.96370137,0.25308755,0.16190761,0.2171154,0.34993017,0.0,0.3167684
0.962477,0.24925423,0.16032508,0.21648788,0.41788822,0.0,0.33307254
0.96121544,0.24543709,0.1588102,0.721498,0.43463773,0.0,0.33307254
0.9598998,0.24164349,0.15724087,0.89214754,0.4578058,0.0,0.3204397
0.9585679,0.23782393,0.15623796,0.44758558,0.450652,0.0,0.34444475
0.9571936,0.23398554,0.15469143,0.87390614,0.4998188,0.0,0.34444475
0.9557848,0.23013863,0.15328538,0.3637309,0.3977173,0.0,0.34943974
0.9543649,0.22632223,0.1518347,0.7927675,0.41085756,0.0,0.33770853
0.9529457,0.22256675,0.15047884,0.49352026,0.48844826,0.0,0.33770853
0.9515204,0.2188336,0.14922142,0.5599003,0.49927768,0.0,0.30653083
0.95007396,0.21514094,0.14791915,0.6330781,0.47900924,0.0,0.33854127
0.9486137,0.21148324,0.14661264,0.24120188,0.4692222,0.0,0.33854127
0.94717604,0.20788756,0.14513162,0.21957636,0.41589552,0.0,0.34093255
0.9462205,0.20550779,0.144119,0.32433796,0.41132945,0.0,0.34093255
0.94473255,0.20191443,0.14263406,0.7840166,0.4368016,0.0,0.35070032
0.9432088,0.19834086,0.14119926,0.72914124,0.49258727,0.0,0.35070032
0.9416666,0.19480112,0.13988975,0.32366514,0.37820202,0.0,0.36738586
0.940096,0.1912426,0.13850221,0.5976634,0.48873797,0.0,0.35796034
0.93848306,0.18770054,0.13709602,0.8049722,0.42723793,0.0,0.35796034
0.93688977,0.18421534,0.13568172,0.73361063,0.4712296,0.0,0.36159778
0.9352883,0.18077064,0.13435599,0.5848031,0.4836596,0.0,0.36159778
0.9336668,0.17734393,0.13304445,0.5187211,0.4631731,0.0,0.34332824
0.93202966,0.17395017,0.13171586,0.54554987,0.47156343,0.0,0.34693092
0.930384,0.17058751,0.1303291,0.6733098,0.35631007,0.0,0.33553898
0.9287264,0.16727614,0.128827,0.4882841,0.35725814,0.0,0.33553898
0.92707187,0.16396883,0.12719807,0.58483696,0.33991498,0.0,0.30356973
0.9253834,0.16069844,0.12549657,0.47533226,0.30831856,0.0,0.30356973
0.9236617,0.15745667,0.12387192,0.2940812,0.4523188,0.0,0.33336884
0.92193186,0.15424684,0.1223605,0.5100851,0.3625732,0.0,0.33336884
0.9201849,0.15108821,0.120669365,0.6754546,0.38130194,0.0,0.3283441
0.919023,0.14900038,0.119642615,0.44187117,0.42970872,0.0,0.3283441
0.9172538,0.1458824,0.11822227,0.40996695,0.451473,0.0,0.3185146
0.9154686,0.14278725,0.116806865,0.37551594,0.4392193,0.0,0.3147676
0.91366595,0.13972214,0.115383565,0.40236664,0.40859592,0.0,0.3147676
0.911836,0.1366786,0.11394209,0.6169877,0.41358536,0.0,0.31619632
0.9099654,0.13357174,0.11243501,0.82012606,0.35708493,0.0,0.31619632
0.9080826,0.13057229,0.110911995,0.39891005,0.31333542,0.0,0.31593823
0.9062371,0.12764111,0.10932824,0.54237366,0.38654828,0.0,0.31593823
0.9043645,0.12474525,0.1078043,0.730268,0.3908723,0.0,0.31381702
0.9024682,0.12188807,0.10627335,0.6861801,0.33784813,0.0,0.32320017
0.9005877,0.119106054,0.104712635,0.20098257,0.36489254,0.0,0.33090502
0.8986944,0.1163733,0.103052944,0.5818157,0.32853663,0.0,0.33090502
0.89676267,0.11363351,0.101581365,0.6340065,0.4934374,0.0,0.33406758
0.8948008,0.11090934,0.10030067,0.52375746,0.5222436,0.0,0.33406758
0.8928367,0.108213484,0.09900001,0.65121555,0.48685312,0.0,0.34705567
0.89084005,0.10551554,0.097703904,0.61444235,0.43986636,0.0,0.057492733
0.8894804,0.103720754,0.09664363,0.25899363,0.25757134,0.0,0.057492733
0.8874172,0.10104138,0.094450116,0.31379747,0.12672561,0.0,0.057492733
0.8853569,0.098415256,0.09236023,0.7276435,0.22113347,0.0,0.03832823
0.8833073,0.09591088,0.0901044,0.95748425,0.17215765,0.0,0.30841196
0.881266,0.0934751,0.08855772,0.41595125,0.4679805,0.0,0.30841196
0.87923443,0.09109765,0.087118685,0.30109787,0.3986687,0.0,0.3375575
0.877186,0.08876079,0.08565056,0.467124,0.44204354,0.0,0.3375575
0.87513363,0.08647543,0.08424747,0.26279497,0.41223907,0.0,0.38783342
0.8730407,0.08418849,0.082769185,0.6508155,0.5161904,0.0,0.4031583
0.87093025,0.081918895,0.081692874,0.45051146,0.55994254,0.0,0.4031583
0.8687782,0.07965499,0.080690175,0.5669422,0.6525351,0.0,0.48467383
0.8666099,0.07739794,0.07974866,0.5538373,0.5763074,0.0,0.43988717
0.864442,0.07514891,0.078609645,0.77574205,0.49667498,0.0,0.43988717
0.86226314,0.07293472,0.077406675,0.7169628,0.5587746,0.0,0.45370185
0.8600918,0.07077956,0.0762755,0.54085255,0.58986187,0.0,0.40342838
0.8579809,0.06868306,0.07526475,0.2508421,0.5919028,0.0,0.40342838
0.8558824,0.066625714,0.074260056,0.26413393,0.5939008,0.0,0.38528705
0.85447174,0.065268666,0.07356903,0.51600456,0.5367145,0.0,0.38528705
0.8523421,0.063268244,0.07242754,0.4040165,0.46930292,0.0,0.41901892
0.850186,0.06129667,0.071065575,0.6615987,0.41306424,0.0,0.41901892
0.8480098,0.059325695,0.06981182,0.6585727,0.48212528,0.0,0.43137598
0.8457626,0.05736205,0.0687834,0.576046,0.6552942,0.0,0.40624952
0.84347886,0.055432767,0.06786069,0.6985855,0.60556066,0.0,0.40624952
0.84118724,0.053519428,0.066903025,0.8071976,0.6124229,0.0,0.3837129
0.8389033,0.051626384,0.06579977,0.70302916,0.49174184,0.0,0.3837129
0.83663976,0.04975292,0.06448397,0.46624804,0.43743736,0.0,0.3764993
0.834395,0.047929674,0.06311035,0.4797063,0.42999905,0.0,0.36377162
0.8321871,0.046177715,0.061925232,0.33255577,0.5847919,0.0,0.37851268
0.82999486,0.044457912,0.060942948,0.29974747,0.59920555,0.0,0.37851268
0.82782304,0.042761475,0.060022116,0.24644375,0.62853914,0.0,0.36621368
0.8256331,0.04109755,0.059057534,0.29444885,0.54213595,0.0,0.36621368
0.823365,0.03945756,0.057827145,0.41571188,0.42300063,0.0,0.32585353
0.8210646,0.03781876,0.05651349,0.84688807,0.5325571,0.0,0.28658044
0.81948644,0.036746323,0.055817902,0.83542013,0.5962938,0.0,0.28658044
0.8170936,0.035163075,0.05481419,0.8234291,0.58726764,0.0,0.27307403
0.8146997,0.03360212,0.053818583,0.75186443,0.5840832,0.0,0.27307403
0.81236494,0.032071352,0.052584767,0.61254454,0.32704288,0.0,0.2512204
0.81005245,0.030601323,0.0506939,0.41626453,0.28897107,0.0,0.2512204
0.80774486,0.02916634,0.04885733,0.56483316,0.2506129,0.0,0.22385544
0.8054494,0.02780974,0.04690352,0.16374207,0.4062947,0.0,0.21852267
0.803213,0.026503205,0.04576364,0.14551067,0.58150697,0.0,0.21852267
0.8009575,0.025216758,0.04469922,0.34499788,0.56165373,0.0,0.25217444
0.79862267,0.023953706,0.043424547,0.9048457,0.48200953,0.0,0.25217444
0.79627234,0.022737712,0.04183477,0.14126062,0.42488307,0.0,0.23655254
0.793899,0.021536052,0.04011056,0.5473957,0.17577094,0.0,0.24746335
