x,y,yaw,v,w,v_cmd,w_cmd
0.99908954,0.5339676,0.2638548,0.8998318,0.19701105,0.0,0.16791707
0.99929565,0.5294125,0.26161027,0.8727522,0.12937784,0.0,0.1793096
0.99940085,0.52636343,0.26038024,0.98730993,0.52157956,0.0,0.1793096
0.9995628,0.5217191,0.2589503,0.64797306,0.1712147,0.0,0.1793096
0.99971336,0.51700896,0.25728133,0.52949715,0.4423117,0.0,0.18977964
0.9998291,0.5124407,0.2556274,0.7840309,0.3243485,0.0,0.20548481
0.99992025,0.50785387,0.25379512,0.43809986,0.2778055,0.0,0.20548481
0.9999757,0.5032815,0.25198382,0.5746894,0.21373022,0.0,0.20959479
0.99999994,0.498698,0.2498554,0.3324604,0.22544545,0.0,0.22962677
0.99998873,0.49413708,0.24808505,0.47263956,0.3753218,0.0,0.22962677
0.99995255,0.48955938,0.24717447,0.63865376,0.6319493,0.0,0.22132957
0.99990845,0.48495165,0.24592352,0.1906972,0.31478035,0.0,0.22132957
0.9998409,0.48035884,0.24502766,0.6778188,0.55246115,0.0,0.22581798
0.99976,0.47578937,0.24344042,0.8584652,0.26391,0.0,0.19365513
0.9996565,0.47124022,0.24160647,0.08164501,0.44200343,0.0,0.19365513
0.9995187,0.466743,0.23964441,0.53953457,0.08692801,0.0,0.19527322
0.99942255,0.46217212,0.23750404,0.4006858,0.2144481,0.0,0.20298183
0.9992631,0.45760602,0.23550317,0.42295027,0.23795623,0.0,0.20298183
0.9990936,0.4530523,0.23356843,0.28817034,0.26539105,0.0,0.21378398
0.99894977,0.45002297,0.23234767,0.4136486,0.3001718,0.0,0.21378398
0.99867284,0.44541603,0.23067331,0.5381136,0.48223317,0.0,0.24739957
0.9983581,0.4407391,0.22912878,0.93015957,0.35441315,0.0,0.21230298
0.99803925,0.43616086,0.22714692,0.83419514,0.20485103,0.0,0.21230298
0.9976836,0.43161467,0.22608218,0.6179733,0.7653592,0.0,0.21965301
0.9973224,0.42709577,0.225537,0.41438484,0.6740108,0.0,0.21965301
0.9969562,0.4226622,0.22455415,0.26250887,0.551878,0.0,0.27486295
0.9965703,0.41826576,0.22342485,0.7154598,0.49912894,0.0,0.23932856
0.99616474,0.4138462,0.221813,0.7036519,0.22077525,0.0,0.23932856
